,0,1,Match,prediction
2281,NATIONAL ASSOCIATION OF SOCIAL WORKERS,coalition of 100 black women,0,0
2282,NATIONAL ASSOCIATION OF SOCIAL WORKERS,pifizer inc,0,0
2283,NATIONAL ASSOCIATION OF SOCIAL WORKERS,national education association,0,0
2284,NATIONAL ASSOCIATION OF SOCIAL WORKERS,national association for the advancement of colored people legal defense and educational fund inc,0,0
2285,NATIONAL ASSOCIATION OF SOCIAL WORKERS,sheet metal workers international association,0,0
2286,NATIONAL ASSOCIATION OF SOCIAL WORKERS,california teachers assoc,0,0
2287,NATIONAL ASSOCIATION OF SOCIAL WORKERS,national association of independent insurance,0,0
2288,NATIONAL ASSOCIATION OF SOCIAL WORKERS,trout unlimited bellevue-issaquah chapte,0,0
2289,NATIONAL ASSOCIATION OF SOCIAL WORKERS,the augusta chronicle,0,0
2290,NATIONAL ASSOCIATION OF SOCIAL WORKERS,national association of independent insurers,0,0
2291,NATIONAL ASSOCIATION OF SOCIAL WORKERS,california bankers assoc,0,0
2292,NATIONAL ASSOCIATION OF SOCIAL WORKERS,american consulting engineers council,0,0
2293,NATIONAL ASSOCIATION OF SOCIAL WORKERS,cadwalader wickersham  taft,0,0
2294,NATIONAL ASSOCIATION OF SOCIAL WORKERS,NATIONAL ASSOCIATION OF SOCIAL WORKERS,1,1
2295,NATIONAL ASSOCIATION OF SOCIAL WORKERS,american civil liberties union,0,0
2296,NATIONAL ASSOCIATION OF SOCIAL WORKERS,vietnam veterns of america,0,0
2297,NATIONAL ASSOCIATION OF SOCIAL WORKERS,georgia real estate investors association inc,0,0
2298,NATIONAL ASSOCIATION OF SOCIAL WORKERS,campaign for tobacco free kids,0,0
2299,NATIONAL ASSOCIATION OF SOCIAL WORKERS,att services inc,0,0
2300,NATIONAL ASSOCIATION OF SOCIAL WORKERS,"the pepsi bottling group, inc",0,0
2301,NATIONAL ASSOCIATION OF SOCIAL WORKERS,national association for the advancement of colored people,0,0
2302,NATIONAL ASSOCIATION OF SOCIAL WORKERS,american consulting engineers coun,0,0
2303,NATIONAL ASSOCIATION OF SOCIAL WORKERS,naral pro choice oregon,0,0
2304,NATIONAL ASSOCIATION OF SOCIAL WORKERS,augusta chronicle,0,0
2305,NATIONAL ASSOCIATION OF SOCIAL WORKERS,winstar communications inc,0,0
2306,NATIONAL ASSOCIATION OF SOCIAL WORKERS,national association of chairug stores,0,0
2307,NATIONAL ASSOCIATION OF SOCIAL WORKERS,at&t services inc,0,0
2308,NATIONAL ASSOCIATION OF SOCIAL WORKERS,national coalition of 100 black women,0,0
2309,NATIONAL ASSOCIATION OF SOCIAL WORKERS,campaign for tobacco-free kids,0,0
2310,NATIONAL ASSOCIATION OF SOCIAL WORKERS,dell computers corp,0,0
2311,NATIONAL ASSOCIATION OF SOCIAL WORKERS,dell computer corp,0,0
2312,NATIONAL ASSOCIATION OF SOCIAL WORKERS,pfizer inc,0,0
2313,NATIONAL ASSOCIATION OF SOCIAL WORKERS,natl automatic merchandising assoc,0,0
2314,NATIONAL ASSOCIATION OF SOCIAL WORKERS,lutherans concerned,0,0
2315,NATIONAL ASSOCIATION OF SOCIAL WORKERS,cadwalader wickersham & taft llp,0,0
2316,NATIONAL ASSOCIATION OF SOCIAL WORKERS,naral pro-choice oreogn,0,0
2317,NATIONAL ASSOCIATION OF SOCIAL WORKERS,william morris agency inc,0,0
2318,american civil liberties union,vietnam veterans of america,0,0
2319,american civil liberties union,american family association inc,0,0
2320,american civil liberties union,the san francisco aids foundation,0,0
2321,american civil liberties union,americans united for separation of church & state,0,0
2322,american civil liberties union,"planned parenthood,",0,0
2323,american civil liberties union,american federation of state county and municipal employees,0,0
2324,american civil liberties union,winstar communications llc,0,0
2325,american civil liberties union,JPMORGAN CHASE BANK NA,0,0
2326,american civil liberties union,planned parenthood federation of america,0,0
2327,american civil liberties union,common cause,0,0
2328,american civil liberties union,lutherans concerned north america,0,0
2329,american civil liberties union,aphilip randolph institute,0,0
2330,american civil liberties union,council of state government,0,0
2331,american civil liberties union,california bankers association,0,0
2332,american civil liberties union,public affairs council,0,0
2333,american civil liberties union,NATIONAL EDUCATION ASSOCIATION,0,0
2334,american civil liberties union,san francisco aids foundation,0,0
2335,american civil liberties union,"american ethicare, inc",0,0
2336,american civil liberties union,pepsi bottling group inc,0,0
2337,american civil liberties union,califoria teachers association,0,0
2338,american civil liberties union,agua claiente band of cahuilla indians,0,0
2339,american civil liberties union,agua caliente band of cahuilla indians,0,0
2340,american civil liberties union,planned parenthood federation of america inc,0,0
2341,american civil liberties union,sheet metal workers international assoc pal,0,0
2342,american civil liberties union,coalition of 100 black women,0,0
2343,american civil liberties union,pifizer inc,0,0
2344,american civil liberties union,national education association,0,0
2345,american civil liberties union,national association for the advancement of colored people legal defense and educational fund inc,0,1
2346,american civil liberties union,sheet metal workers international association,0,0
2347,american civil liberties union,california teachers assoc,0,0
2348,american civil liberties union,national association of independent insurance,0,0
2349,american civil liberties union,trout unlimited bellevue-issaquah chapte,0,0
2350,american civil liberties union,the augusta chronicle,0,0
2351,american civil liberties union,national association of independent insurers,0,0
2352,american civil liberties union,california bankers assoc,0,0
2353,american civil liberties union,american consulting engineers council,1,0
2354,american civil liberties union,cadwalader wickersham  taft,0,0
2355,american civil liberties union,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
2356,american civil liberties union,american civil liberties union,1,1
2357,american civil liberties union,vietnam veterns of america,0,0
2358,american civil liberties union,georgia real estate investors association inc,0,0
2359,american civil liberties union,campaign for tobacco free kids,0,0
2360,american civil liberties union,att services inc,0,0
2361,american civil liberties union,"the pepsi bottling group, inc",0,0
2362,american civil liberties union,national association for the advancement of colored people,0,0
2363,american civil liberties union,american consulting engineers coun,0,0
2364,american civil liberties union,naral pro choice oregon,0,0
2365,american civil liberties union,augusta chronicle,0,0
2366,american civil liberties union,winstar communications inc,0,0
2367,american civil liberties union,national association of chairug stores,0,0
2368,american civil liberties union,at&t services inc,0,0
2369,american civil liberties union,national coalition of 100 black women,0,0
2370,american civil liberties union,campaign for tobacco-free kids,0,0
2371,american civil liberties union,dell computers corp,0,0
2372,american civil liberties union,dell computer corp,0,0
2373,american civil liberties union,pfizer inc,0,0
2374,american civil liberties union,natl automatic merchandising assoc,0,0
2375,american civil liberties union,lutherans concerned,0,0
2376,american civil liberties union,cadwalader wickersham & taft llp,0,0
2377,american civil liberties union,naral pro-choice oreogn,0,0
2378,american civil liberties union,william morris agency inc,0,0
2379,vietnam veterns of america,vietnam veterans of america,1,1
2380,vietnam veterns of america,american family association inc,0,0
2381,vietnam veterns of america,the san francisco aids foundation,0,0
2382,vietnam veterns of america,americans united for separation of church & state,0,0
2383,vietnam veterns of america,"planned parenthood,",0,0
2384,vietnam veterns of america,american federation of state county and municipal employees,0,0
2385,vietnam veterns of america,winstar communications llc,0,0
2386,vietnam veterns of america,JPMORGAN CHASE BANK NA,0,0
2387,vietnam veterns of america,planned parenthood federation of america,0,0
2388,vietnam veterns of america,common cause,0,0
2389,vietnam veterns of america,lutherans concerned north america,0,1
2390,vietnam veterns of america,aphilip randolph institute,0,0
2391,vietnam veterns of america,council of state government,0,0
2392,vietnam veterns of america,california bankers association,0,0
2393,vietnam veterns of america,public affairs council,0,0
2394,vietnam veterns of america,NATIONAL EDUCATION ASSOCIATION,0,0
2395,vietnam veterns of america,san francisco aids foundation,0,0
2396,vietnam veterns of america,"american ethicare, inc",0,0
2397,vietnam veterns of america,pepsi bottling group inc,0,0
